"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"4591","동물위탁관리업","02_03_10_P","3730000","373000004820180015","20180822","","01","영업/정상","0000","정상","","","","","052-245-7117","0","","울산광역시 울주군 범서읍 천상리 ***","울산광역시 울주군 범서읍 천상중앙길 **-*","44931","로얄펫 아울렛","20220428181111","I","2022-07-02 17:34:28.0","","402136.460613103","231572.084620445","동물위탁관리업","동물위탁관리업","000","0",
"4592","동물위탁관리업","02_03_10_P","3730000","373000004820180018","20180909","","01","영업/정상","0000","정상","","","","","052-248-0054","0","","울산광역시 울주군 범서읍 구영리 ***-*","울산광역시 울주군 범서읍 대리로 **","44922","멍멍아 놀자","20220428181111","I","2022-07-02 17:34:28.0","","403849.72327706","231954.56726398","동물위탁관리업","동물위탁관리업","000","0",
"4593","동물위탁관리업","02_03_10_P","3730000","373000004820180021","20180910","","01","영업/정상","0000","정상","","","","","052-221-1477","0","","울산광역시 울주군 범서읍 천상리 ***-*","울산광역시 울주군 범서읍 천상중앙길 **","44931","허그도그","20220428181111","I","2022-07-02 17:34:28.0","","402378.277584886","231629.933456402","동물위탁관리업","동물위탁관리업","000","0",
"4594","동물위탁관리업","02_03_10_P","3730000","373000004820180024","20180927","","01","영업/정상","0000","정상","","","","","052-248-7582","0","","울산광역시 울주군 범서읍 천상리 ***-*","울산광역시 울주군 범서읍 천상중앙길 **","44931","범서조은동물병원","20220428181111","I","2022-07-02 17:34:28.0","","402209.208751684","231579.589144093","동물위탁관리업","동물위탁관리업","000","0",
"4595","동물위탁관리업","02_03_10_P","3730000","373000004820180027","20181001","","01","영업/정상","0000","정상","","","","","052-211-7599","0","","울산광역시 울주군 범서읍 구영리 ***-*","울산광역시 울주군 범서읍 점촌*길 *","44925","BB 동물병원","20220428181112","I","2022-07-02 17:34:28.0","","403304.244501775","232196.954843662","동물위탁관리업","동물위탁관리업","000","0",
"4596","동물위탁관리업","02_03_10_P","3820000","382000004820190046","20191204","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 의정부동 ***-**","경기도 의정부시 범골로 ***, 동혜빌딩 ***호 (의정부동)","11625","캣홀릭","20220428180923","I","2022-07-02 17:34:28.0","","203315.177561477","470170.937661058","동물위탁관리업","동물위탁관리업","000","0",
"4597","동물위탁관리업","02_03_10_P","3820000","382000004820190049","20191220","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 민락동 ***","경기도 의정부시 오목로***번길 ***, 제이맘 *층 ***,***호 (민락동)","11813","올독","20220428180923","I","2022-07-02 17:34:28.0","","208269.54977654","471496.72632944","동물위탁관리업","동물위탁관리업","000","0",
"4598","동물위탁관리업","02_03_10_P","3820000","382000004820190050","20191227","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 신곡동 ***-**","경기도 의정부시 시민로 *** (신곡동)","11728","멍멍이하우스","20220428180923","I","2022-07-02 17:34:28.0","","204842.562771242","470520.01718356","동물위탁관리업","동물위탁관리업","000","0",
"4599","동물위탁관리업","02_03_10_P","3820000","382000004820200002","20200114","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 가능동 ***-**","경기도 의정부시 흥선로 **, *층 (가능동)","11672","우리동네 멍이와양이","20220428180923","I","2022-07-02 17:34:28.0","","203083.435054747","471130.512917281","동물위탁관리업","동물위탁관리업","000","0",
"4600","동물위탁관리업","02_03_10_P","3820000","382000004820200004","20200210","","01","영업/정상","0000","정상","","","","","031-836-5382","0","","경기도 의정부시 호원동 ***-*","경기도 의정부시 평화로***번길 **-**, *층 (호원동)","11712","더데일리펫샵","20220428180923","I","2022-07-02 17:34:28.0","","204233.604241378","467234.468212291","동물위탁관리업","동물위탁관리업","000","0",
"4601","동물위탁관리업","02_03_10_P","3820000","382000004820200007","20200214","","01","영업/정상","0000","정상","","","","","031-851-2224","0","","경기도 의정부시 민락동 ***","경기도 의정부시 오목로***번길 **-**, *층 (민락동)","11813","커피앤퍼피","20220428180923","I","2022-07-02 17:34:28.0","","208636.028851052","471616.393244285","동물위탁관리업","동물위탁관리업","000","0",
"4602","동물위탁관리업","02_03_10_P","3820000","382000004820200013","20200408","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 낙양동 ***-*","경기도 의정부시 민락로 ***, 삼도프라자 ***호 (낙양동)","11815","달달하개","20220428180924","I","2022-07-02 17:34:28.0","","209939.243531327","472601.179614125","동물위탁관리업","동물위탁관리업","000","0",
"4603","동물위탁관리업","02_03_10_P","3820000","382000004820200015","20200420","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 의정부동 ***-* 청홍빌딩","경기도 의정부시 신흥로 ***, 청홍빌딩 *층 (의정부동)","11652","올댓독","20220428180924","I","2022-07-02 17:34:28.0","","203784.865790329","470219.325986803","동물위탁관리업","동물위탁관리업","000","0",
"4604","동물위탁관리업","02_03_10_P","3820000","382000004820200017","20200421","","01","영업/정상","0000","정상","","","","","031-928-6388","0","","경기도 의정부시 민락동 ***","경기도 의정부시 용민로 ***, 엘스퀘어 *층 ***호 (민락동)","11815","채플린동물병원","20220428180924","I","2022-07-02 17:34:28.0","","210383.354355243","471952.050120805","동물위탁관리업","동물위탁관리업","000","0",
"4605","동물위탁관리업","02_03_10_P","3820000","382000004820200023","20200514","","01","영업/정상","0000","정상","","","","","031-852-5440","0","","경기도 의정부시 민락동 ***-* 민락e-편한세상","경기도 의정부시 승지로 **, 민락e-편한세상 상가동 ***호 (민락동)","11808","개편한세상","20220512171934","U","2022-07-02 17:34:28.0","","208076.148258837","470676.216419786","동물위탁관리업","동물위탁관리업","000","0",
"4606","동물위탁관리업","02_03_10_P","3820000","382000004820200031","20200625","","01","영업/정상","0000","정상","","","","","031-875-8090","0","","경기도 의정부시 의정부동 **-*","경기도 의정부시 태평로 ***-* (의정부동)","11693","에이스 동물병원 펫샾","20220428180924","I","2022-07-02 17:34:28.0","","204498.574038722","471014.13418123","동물위탁관리업","동물위탁관리업","000","0",
"4607","동물위탁관리업","02_03_10_P","3820000","382000004820200040","20200915","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 가능동 ***-**","경기도 의정부시 가능로 **, *층 (가능동)","11683","개민박","20220428180924","I","2022-07-02 17:34:28.0","","203648.825680081","471614.339449906","동물위탁관리업","동물위탁관리업","000","0",
"4608","동물위탁관리업","02_03_10_P","3820000","382000004820200042","20200924","","01","영업/정상","0000","정상","","","","","031-855-1559","0","","경기도 의정부시 호원동 ***-**","경기도 의정부시 평화로 ***-*, *층 (호원동)","11711","개폼난다","20220428180924","I","2022-07-02 17:34:28.0","","204116.61033271","467613.471384492","동물위탁관리업","동물위탁관리업","000","0",
"4609","동물위탁관리업","02_03_10_P","3820000","382000004820200050","20201118","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 민락동 *** 민락*지구 제일풍경채 센텀-애비뉴모나코","경기도 의정부시 오목로 ***, 민락*지구 제일풍경채 센텀-애비뉴모나코 *층 **호 (민락동)","11813","메리블랑","20220428180925","I","2022-07-02 17:34:28.0","","208627.849934962","471251.808440489","동물위탁관리업","동물위탁관리업","000","0",
"4610","동물위탁관리업","02_03_10_P","3820000","382000004820210008","20210616","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 가능동 ***-*","경기도 의정부시 입석로 ** (가능동)","11601","독플래닛","20220428180925","I","2022-07-02 17:34:28.0","","201468.858296442","472496.04413663","동물위탁관리업","동물위탁관리업","L00","0",
"4611","동물위탁관리업","02_03_10_P","3820000","382000004820210010","20210622","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 산곡동 * 지석프라자","경기도 의정부시 월유로 **, 지석프라자 *층 ***호 (산곡동)","11800","눈이부시개","20220428180925","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4612","동물위탁관리업","02_03_10_P","3860000","386000004820180006","20180410","","01","영업/정상","0000","정상","","","","","032-718-1052","0","","경기도 부천시 중동 **** 이마트","경기도 부천시 석천로 ***, 이마트 (중동)","14547","이마트중동점","20220428180909","I","2022-07-02 17:34:28.0","","179059.890483458","444675.16067003","동물위탁관리업","동물위탁관리업","L00","0",
"4613","동물위탁관리업","02_03_10_P","3860000","386000004820180009","20180420","","01","영업/정상","0000","정상","","","","","","0","","경기도 부천시 원종동 ***-*","경기도 부천시 소사로***번길 ** (원종동)","14419","제일애견","20220428180909","I","2022-07-02 17:34:28.0","","182986.351585351","447335.894416408","동물위탁관리업","동물위탁관리업","000","0",
"4614","동물위탁관리업","02_03_10_P","3860000","386000004820180010","20180420","","01","영업/정상","0000","정상","","","","","","0","","경기도 부천시 범박동 ***-*","경기도 부천시 양지남로 ** (범박동)","14783","아지공간","20220428180909","I","2022-07-02 17:34:28.0","","183347.560755548","440735.444483865","동물위탁관리업","동물위탁관리업","000","0",
"4615","동물위탁관리업","02_03_10_P","3860000","386000004820180011","20180420","","01","영업/정상","0000","정상","","","","","","0","","경기도 부천시 송내동 ***-**","경기도 부천시 성주로 ***-* (송내동)","14734","도그피아","20220428180909","I","2022-07-02 17:34:28.0","","179623.032414366","441971.552929855","동물위탁관리업","동물위탁관리업","000","0",
"4616","동물위탁관리업","02_03_10_P","3860000","386000004820180016","20180508","","01","영업/정상","0000","정상","","","","","032-322-6771","0","","경기도 부천시 중동 ****-* 루미아트 클래식","경기도 부천시 소향로 ***, 루미아트 클래식 ***호 (중동)","14548","팅커벨","20220428180909","I","2022-07-02 17:34:28.0","","179543.648318646","444388.42262969","동물위탁관리업","동물위탁관리업","000","0",
"4617","동물위탁관리업","02_03_10_P","3860000","386000004820180017","20180511","","01","영업/정상","0000","정상","","","","","032-677-5667","0","","경기도 부천시 원종동 ***-*","경기도 부천시 소사로***번길 **, *층 (원종동)","14419","펫스토리","20220428180909","I","2022-07-02 17:34:28.0","","182776.305859989","447263.367991168","동물위탁관리업","동물위탁관리업","000","0",
"4618","동물위탁관리업","02_03_10_P","3860000","386000004820180023","20180604","","01","영업/정상","0000","정상","","","","","","0","","경기도 부천시 오정동 ***","경기도 부천시 오정로***번길 **, *층 (오정동)","14436","우드앤도그","20220428180909","I","2022-07-02 17:34:28.0","","181219.307722127","447463.87347748","동물위탁관리업","동물위탁관리업","000","0",
"4619","동물위탁관리업","02_03_10_P","4180000","418000004820200016","20201117","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 퇴계동 ***-*","강원도 춘천시 춘주로***번길 ** (퇴계동)","24442","발토샵","20220428180858","I","2022-07-02 17:34:28.0","","263749.273453446","484345.719433516","동물위탁관리업","동물위탁관리업","000","0",
"4620","동물위탁관리업","02_03_10_P","4180000","418000004820200018","20201203","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 신북읍 발산리 ***-*","강원도 춘천시 신북읍 맥국*길 **","24203","호반애견훈련소","20220428180858","I","2022-07-02 17:34:28.0","","266314.053169107","496106.692861398","동물위탁관리업","동물위탁관리업","000","0",
"4621","동물위탁관리업","02_03_10_P","4180000","418000004820210004","20210405","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 조양동 **-**","강원도 춘천시 금강로 ** (조양동)","24353","펫앤독","20220428180858","I","2022-07-02 17:34:28.0","","264082.527344071","486466.345025436","동물위탁관리업","동물위탁관리업","000","0",
"4622","동물위탁관리업","02_03_10_P","4180000","418000004820210007","20210625","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 퇴계동 ***-* 퇴계(*)주공아파트 상가동 ***호","강원도 춘천시 퇴계로 ***, 퇴계(*)주공아파트 상가동 ***호 (퇴계동)","24378","루비반지 PET SHOP 퇴계점","20220620093710","U","2022-07-02 17:34:28.0","","264862.666927956","484182.8773591","동물위탁관리업","동물위탁관리업","000","0",
"4623","동물위탁관리업","02_03_10_P","4180000","418000004820210012","20210818","","01","영업/정상","0000","정상","","","","","033-264-0282","0","","강원도 춘천시 석사동 ***-**","강원도 춘천시 퇴계로 ***-*, *층 (석사동)","24390","멍블리하우스","20220428180859","I","2022-07-02 17:34:28.0","","265216.296168285","484055.728702636","동물위탁관리업","동물위탁관리업","000","0",
"4624","동물위탁관리업","02_03_10_P","4180000","418000004820210016","20211015","","01","영업/정상","0000","정상","","","","","070-7777-3820","0","","강원도 춘천시 신북읍 산천리 ****-*","강원도 춘천시 신북읍 신북로 ***","24203","예당 앤 다울","20220428180859","I","2022-07-02 17:34:28.0","","265981.722247464","493211.600874052","동물위탁관리업","동물위탁관리업","000","0",
"4625","동물위탁관리업","02_03_10_P","4180000","418000004820210017","20211021","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 퇴계동 **** e편한세상 춘천 한숲시티","강원도 춘천시 안마산로 ***, e편한세상 춘천 한숲시티 상가 B동 *층 ***호 (퇴계동)","24448","멍블리 펫살롱","20220428180859","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4626","동물위탁관리업","02_03_10_P","4180000","418000004820210021","20211206","","01","영업/정상","0000","정상","","","","","033-254-0045","0","","강원도 춘천시 효자동 ***-**","강원도 춘천시 효자로***번길 **-*(효자동)","24330","준독라운지","20220428180859","I","2022-07-02 17:34:28.0","","264730.730356189","486178.137828578","동물위탁관리업","동물위탁관리업","000","0",
"4627","동물위탁관리업","02_03_10_P","4180000","418000004820210024","20211209","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 퇴계동 ***-**","강원도 춘천시 행촌로 **, *층 (퇴계동)","24443","헤이! 멍","20220428180859","I","2022-07-02 17:34:28.0","","263838.601799303","484567.074889405","동물위탁관리업","동물위탁관리업","000","0",
"4628","동물위탁관리업","02_03_10_P","4180000","418000004820210026","20211230","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 동면 만천리 ***-**","강원도 춘천시 동면 순환대로 ****-**","24212","헤븐리파크도그스","20220428180859","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4629","동물위탁관리업","02_03_10_P","4180000","418000004820220004","20220218","","01","영업/정상","0000","정상","","","","","033-910-0940","0","","강원도 춘천시 온의동 ***-*","강원도 춘천시 온의로 **, *층 (온의동)","24431","도담쁘띠몽","20220428180859","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4630","동물위탁관리업","02_03_10_P","4180000","418000004820220005","20220509","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 퇴계동 *** 홈플러스 *층","강원도 춘천시 김유정로 ****, 홈플러스 *층 (퇴계동)","24423","몽스파","20220509094158","I","2022-07-02 17:34:28.0","","264597.191878957","483368.29049207","동물위탁관리업","동물위탁관리업","000","0",
"4631","동물위탁관리업","02_03_10_P","4180000","418000004820220006","20220510","","01","영업/정상","0000","정상","","","","","","0","","강원도 춘천시 석사동 ***-*** ***호","강원도 춘천시 춘천순환로 **, ***호 (석사동)","24395","헬로우댕댕유치원","20220510140854","I","2022-07-02 17:34:28.0","","265810.825589494","483871.091715249","동물위탁관리업","동물위탁관리업","000","0",
"4632","동물위탁관리업","02_03_10_P","4190000","419000004820180003","20180502","","01","영업/정상","0000","정상","","","","","033-761-8066","0","","강원도 원주시 단구동 ****-*","강원도 원주시 치악로 **** (단구동)","26452","와우펫마트","20220428180800","I","2022-07-02 17:34:28.0","","285659.611814967","424561.686913321","동물위탁관리업","동물위탁관리업","000","0",
"4633","동물위탁관리업","02_03_10_P","4190000","419000004820180006","20180524","","01","영업/정상","0000","정상","","","","","033-746-0725","0","","강원도 원주시 학성동 ****-*","강원도 원주시 남산로 *** (학성동)","26417","강아지꿈","20220428180800","I","2022-07-02 17:34:28.0","","283256.230335869","428174.226136151","동물위탁관리업","동물위탁관리업","000","0",
"4634","동물위탁관리업","02_03_10_P","4190000","419000004820180016","20180824","","01","영업/정상","0000","정상","","","","","033-744-0958","0","","강원도 원주시 무실동 ****-*","강원도 원주시 만대공원길 *-**, ***호 (무실동)","26383","스타애견샵","20220428180800","I","2022-07-02 17:34:28.0","","282244.483569865","426532.014396408","동물위탁관리업","동물위탁관리업","000","0",
"4635","동물위탁관리업","02_03_10_P","4190000","419000004820180018","20180824","","01","영업/정상","0000","정상","","","","","033-904-7979","0","","강원도 원주시 단구동 ****-*","강원도 원주시 늘품로 ** (단구동)","26486","퀸펫살롱","20220428180800","I","2022-07-02 17:34:28.0","","284108.541317057","424856.922449948","동물위탁관리업","동물위탁관리업","000","0",
"4636","동물위탁관리업","02_03_10_P","4190000","419000004820180020","20181004","","01","영업/정상","0000","정상","","","","","","0","","강원도 원주시 단구동 ****-*","강원도 원주시 토지길 ** (단구동)","26490","왈와리 (단구점)","20220428180800","I","2022-07-02 17:34:28.0","","284850.944884013","424779.665059016","동물위탁관리업","동물위탁관리업","000","0",
"4637","동물위탁관리업","02_03_10_P","4190000","419000004820180021","20181004","","01","영업/정상","0000","정상","","","","","033-732-6433","0","","강원도 원주시 무실동 ****-*","강원도 원주시 무실본동길 ** (무실동)","26477","왈왈이 (무실점)","20220428180800","I","2022-07-02 17:34:28.0","","282663.383340459","426480.18527278","동물위탁관리업","동물위탁관리업","000","0",
"4638","동물위탁관리업","02_03_10_P","4190000","419000004820180023","20181004","","01","영업/정상","0000","정상","","","","","0337618886","0","","강원도 원주시 단구동 ****-*","강원도 원주시 천매봉길 **-* (단구동)","26483","똥강아지","20220428180801","I","2022-07-02 17:34:28.0","","283512.972753302","424924.116384763","동물위탁관리업","동물위탁관리업","000","0",
"4639","동물위탁관리업","02_03_10_P","4190000","419000004820180027","20181004","","01","영업/정상","0000","정상","","","","","033-765-8252","0","","강원도 원주시 관설동 ****-**","강원도 원주시 단관길 ***, *층 (관설동)","26472","엣지퍼피","20220428180801","I","2022-07-02 17:34:28.0","","285244.315","424317.11","동물위탁관리업","동물위탁관리업","000","0",
"4640","동물위탁관리업","02_03_10_P","4190000","419000004820180028","20181004","","01","영업/정상","0000","정상","","","","","033-733-2347","0","","강원도 원주시 단계동 ***-*","강원도 원주시 이화*길 **-** (단계동)","26474","도그커피","20220428180801","I","2022-07-02 17:34:28.0","","282761.623145571","427019.803355519","동물위탁관리업","동물위탁관리업","000","0",
"4641","동물위탁관리업","02_03_10_P","4190000","419000004820180034","20181213","","01","영업/정상","0000","정상","","","","","","0","","강원도 원주시 무실동 ****-* 에이스주차타워*","강원도 원주시 시청로 **, 에이스주차타워* ***호 (무실동)","26388","안녕, 내강아지","20220428180801","I","2022-07-02 17:34:28.0","","282054.307419082","426491.35127632","동물위탁관리업","동물위탁관리업","000","0",
"4642","동물위탁관리업","02_03_10_P","4190000","419000004820180035","20181213","","01","영업/정상","0000","정상","","","","","033-731-6543","0","","강원도 원주시 단계동 ***-*","강원도 원주시 무실로 ***, *층 (단계동)","26475","착한애견분양(원주점)","20220428180801","I","2022-07-02 17:34:28.0","","283018.343822684","426823.481290164","동물위탁관리업","동물위탁관리업","000","0",
"4643","동물위탁관리업","02_03_10_P","4190000","419000004820190005","20190523","","01","영업/정상","0000","정상","","","","","","0","","강원도 원주시 단계동 ****-**","강원도 원주시 전망길 * (단계동)","26379","킹스독","20220428180801","I","2022-07-02 17:34:28.0","","281281.258","428325.386","동물위탁관리업","동물위탁관리업","000","0",
"4644","동물위탁관리업","02_03_10_P","4190000","419000004820190009","20190531","","01","영업/정상","0000","정상","","","","","033-764-4648","0","","강원도 원주시 단구동 ****-*","강원도 원주시 토지길 **-*, *층 (단구동)","26490","코코네","20220428180801","I","2022-07-02 17:34:28.0","","284929.369720181","424794.375120736","동물위탁관리업","동물위탁관리업","000","0",
"4645","동물위탁관리업","02_03_10_P","4190000","419000004820190010","20190716","","01","영업/정상","0000","정상","","","","","","0","","강원도 원주시 소초면 교항리 ***","강원도 원주시 소초면 다리목길 **-*","26304","박순호의 아이슬란드","20220428180801","I","2022-07-02 17:34:28.0","","289623.228470985","437634.811001806","동물위탁관리업","동물위탁관리업","000","0",
"4646","동물위탁관리업","02_03_10_P","4190000","419000004820220001","20220114","","01","영업/정상","0000","정상","","","","","1668-3623","0","","강원도 원주시 지정면 판대리 ***-*","강원도 원주시 지정면 지정로 ****","26357","비로소","20220428180806","I","2022-07-02 17:34:28.0","","269366.568010494","432193.347067129","동물위탁관리업","동물위탁관리업","L00","0",
"4647","동물위탁관리업","02_03_10_P","4190000","419000004820220005","20220310","","01","영업/정상","0000","정상","","","","","","0","","강원도 원주시 흥업면 사제리 ***-**","강원도 원주시 흥업면 원문로 ***-*, *동","26356","명품 애견유치원 호텔","20220428180806","I","2022-07-02 17:34:28.0","","278546.754423289","427117.671433837","동물위탁관리업","동물위탁관리업","000","0",
"4648","동물위탁관리업","02_03_10_P","4190000","419000004820220009","20220428","","01","영업/정상","0000","정상","","","","","","0","","강원도 원주시 단구동 ****-** 동보 노빌리티타워 골드","강원도 원주시 서원대로 ***, 동보 노빌리티타워 골드 ***,***호 (단구동)","26485","고상하개","20220428180806","I","2022-07-02 17:34:28.0","","284326.406264379","425591.798715681","동물위탁관리업","동물위탁관리업","000","0",
"4649","동물위탁관리업","02_03_10_P","4390000","439000004820180004","20180423","","01","영업/정상","0000","정상","","","","","043-856-1163","0","","충청북도 충주시 칠금동 ***","충청북도 충주시 칠금**길 *, *층 (칠금동)","27355","늘안아줄개","20220428181042","I","2022-07-02 17:34:28.0","","282049.926542","387541.181711","동물위탁관리업","동물위탁관리업","000","0",
"4650","동물위탁관리업","02_03_10_P","4390000","439000004820180006","20180425","","01","영업/정상","0000","정상","","","","","043-854-0213","0","","충청북도 충주시 교현동 ****-*","충청북도 충주시 계명대로 *** (교현동)","27370","동화나라 애견","20220428181043","I","2022-07-02 17:34:28.0","","282912.479767","387133.368772","동물위탁관리업","동물위탁관리업","000","0",
"4651","동물위탁관리업","02_03_10_P","4390000","439000004820180010","20180628","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 용관동 ***-*","충청북도 충주시 창현로 ****-* (용관동)","27475","띵독","20220428181043","I","2022-07-02 17:34:28.0","","278611.732036","384242.34447","동물위탁관리업","동물위탁관리업","000","0",
"4652","동물위탁관리업","02_03_10_P","4390000","439000004820180014","20181004","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 연수동 ***-**","충청북도 충주시 연수서편*길 ** (연수동)","27347","이개내고양이","20220428181043","I","2022-07-02 17:34:28.0","","282877.894864","388120.547147","동물위탁관리업","동물위탁관리업","000","0",
"4653","동물위탁관리업","02_03_10_P","4390000","439000004820180022","20181206","","01","영업/정상","0000","정상","","","","","043-855-1223","0","","충청북도 충주시 연수동 ***-*","충청북도 충주시 예성로 *** (연수동)","27348","퍼스트독앤캣","20220428181044","I","2022-07-02 17:34:28.0","","283031.29868","387495.091458","동물위탁관리업","동물위탁관리업","000","0",
"4654","동물위탁관리업","02_03_10_P","4390000","439000004820190002","20190102","","01","영업/정상","0000","정상","","","","","043-842-4929","0","","충청북도 충주시 봉방동 **-*","충청북도 충주시 국원대로 ** (봉방동)","27405","하얀강아지&고양이","20220428181045","I","2022-07-02 17:34:28.0","","282306.577164","386331.660536","동물위탁관리업","동물위탁관리업","000","0",
"4655","동물위탁관리업","02_03_10_P","4390000","439000004820190003","20190107","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 성서동 ***","충청북도 충주시 성서*길 **-*, *층 (성서동)","27387","스타펫미팅","20220428181045","I","2022-07-02 17:34:28.0","","282864.22595","386011.885778","동물위탁관리업","동물위탁관리업","000","0",
"4656","동물위탁관리업","02_03_10_P","4390000","439000004820190010","20190109","","01","영업/정상","0000","정상","","","","","043-845-0079","0","","충청북도 충주시 지현동 ***","충청북도 충주시 지현천변*길 **-* (지현동)","27412","골드애견","20220428181045","I","2022-07-02 17:34:28.0","","282999.148356","385518.462708","동물위탁관리업","동물위탁관리업","000","0",
"4657","동물위탁관리업","02_03_10_P","4390000","439000004820190014","20190207","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 직동 ***-*","충청북도 충주시 고든골길 **-* (직동)","27488","달려라 해피","20220428181046","I","2022-07-02 17:34:28.0","","285159.863706","382942.315409","동물위탁관리업","동물위탁관리업","000","0",
"4658","동물위탁관리업","02_03_10_P","4390000","439000004820190018","20190305","","01","영업/정상","0000","정상","","","","","043-856-0049","0","","충청북도 충주시 연수동 ***-**","충청북도 충주시 계명대로 ***, *층 (연수동)","27351","야옹아멍멍해봐","20220428181046","I","2022-07-02 17:34:28.0","","283372.99125","387191.690684","동물위탁관리업","동물위탁관리업","000","0",
"4659","동물위탁관리업","02_03_10_P","4390000","439000004820200006","20200908","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 교현동 ***-**","충청북도 충주시 예성로 *** (교현동)","27374","허니퍼피","20220428181047","I","2022-07-02 17:34:28.0","","283228.783059","386644.904366","동물위탁관리업","동물위탁관리업","000","0",
"4660","동물위탁관리업","02_03_10_P","4390000","439000004820200008","20201207","","01","영업/정상","0000","정상","","","","","043-855-4545","0","","충청북도 충주시 교현동 ***-**","충청북도 충주시 예성로 *** (교현동)","27379","예쁘개&사랑스럽개","20220428181047","I","2022-07-02 17:34:28.0","","283225.480852","386577.91234","동물위탁관리업","동물위탁관리업","000","0",
"4661","동물위탁관리업","02_03_10_P","4390000","439000004820210001","20210329","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 금릉동 ***-**","충청북도 충주시 금봉대로 *** (금릉동)","27336","애견호텔 나무야","20220428181047","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4662","동물위탁관리업","02_03_10_P","4390000","439000004820210003","20210420","","01","영업/정상","0000","정상","","","","","043-855-0134","0","","충청북도 충주시 문화동 ****","충청북도 충주시 사직로 *** (문화동)","27411","애견카페 134","20220428181047","I","2022-07-02 17:34:28.0","","282517.076812","385497.392351","동물위탁관리업","동물위탁관리업","000","0",
"4663","동물위탁관리업","02_03_10_P","4390000","439000004820210006","20211008","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 호암동 *** 골든테라스 ***호","충청북도 충주시 호암수청*로 **, 골든테라스 ***호 (호암동)","27502","곰이네유치원","20220511172052","U","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4664","동물위탁관리업","02_03_10_P","4390000","439000004820210007","20211013","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 연수동 ***-*","충청북도 충주시 동수*길 **, *층 (연수동)","27350","몽블리","20220428181047","I","2022-07-02 17:34:28.0","","283184.007696","387403.336013","동물위탁관리업","동물위탁관리업","000","0",
"4665","동물위탁관리업","02_03_10_P","4390000","439000004820210008","20211126","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 교현동 ***-**","충청북도 충주시 교동**길 *, *층 (교현동)","27379","KIM PET SALON","20220428181047","I","2022-07-02 17:34:28.0","","283254.611856","386485.743504","동물위탁관리업","동물위탁관리업","000","0",
"4666","동물위탁관리업","02_03_10_P","4390000","439000004820220004","20220331","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 중앙탑면 루암리 ***-*","충청북도 충주시 중앙탑면 청금로 ***","27449","아이조아보호소 충주점","20220428181048","I","2022-07-02 17:34:28.0","","277242.521739","389999.854135","동물위탁관리업","동물위탁관리업","000","0",
